url,name,description
https://courses.illinois.edu/schedule/terms/MATH/453,MATH 453   Elementary Theory of Numbers   credit: 3 or 4 Hours. ,"
Basic introduction to the theory of numbers. Core topics include divisibility, primes and factorization, congruences, arithmetic functions, quadratic residues and quadratic reciprocity, primitive roots and orders. Additional topics covered at the discretion of the instructor include sums of squares, Diophantine equations, continued fractions, Farey fractions, recurrences, and applications to primality testing and cryptopgraphy. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or equivalent.This course satisfies the General Education Criteria for:Quantitative Reasoning II"
https://courses.illinois.edu/schedule/terms/MATH/461,MATH 461   Probability Theory   credit: 3 or 4 Hours. ,"
Introduction to mathematical probability; includes the calculus of probability, combinatorial analysis, random variables, expectation, distribution functions, moment-generating functions, and central limit theorem. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 461 and either MATH 408 or ECE 313. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/463,MATH 463   Statistics and Probability I   credit: 4 Hours. ,"
Same as STAT 400. See STAT 400.
"
https://courses.illinois.edu/schedule/terms/MATH/464,MATH 464   Statistics and Probability II   credit: 3 or 4 Hours. ,"
Same as STAT 410. See STAT 410.
"
https://courses.illinois.edu/schedule/terms/MATH/473,MATH 473   Algorithms   credit: 4 Hours. ,"
Same as CS 473 and CSE 414. See CS 473.
"
https://courses.illinois.edu/schedule/terms/MATH/475,MATH 475   Formal Models of Computation   credit: 3 or 4 Hours. ,"
Same as CS 475. See CS 475.
"
https://courses.illinois.edu/schedule/terms/MATH/481,MATH 481   Vector and Tensor Analysis   credit: 3 or 4 Hours. ,"
Introductory course in modern differential geometry focusing on examples, broadly aimed at students in mathematics, the sciences, and engineering. Emphasis on rigorously presented concepts, tools and ideas rather than on proofs. The topics covered include differentiable manifolds, tangent spaces and orientability; vector and tensor fields; differential forms; integration on manifolds and Generalized Stokes Theorem; Riemannian metrics, Riemannian connections and geodesics. Applications to configuration and phase spaces, Maxwell equations and relativity theory will be discussed. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 and one of MATH 415 or MATH 416 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/482,MATH 482   Linear Programming   credit: 3 or 4 Hours. ,"
Rigorous introduction to a wide range of topics in optimization, including a thorough treatment of basic ideas of linear programming, with additional topics drawn from numerical considerations, linear complementarity, integer programming and networks, polyhedral methods. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: ASRM 406, MATH 415, or MATH 416.
"
https://courses.illinois.edu/schedule/terms/MATH/484,MATH 484   Nonlinear Programming   credit: 3 or 4 Hours. ,"
Iterative and analytical solutions of constrained and unconstrained problems of optimization; gradient and conjugate gradient solution methods; Newton's method, Lagrange multipliers, duality and the Kuhn-Tucker theorem; and quadratic, convex, and geometric programming. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348; or equivalent; MATH 415 or equivalent; or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/487,MATH 487   Advanced Engineering Math   credit: 3 or 4 Hours. ,"
Complex linear algebra, inner product spaces, Fourier transforms and analysis of boundary value problems, Sturm-Liouville theory. Same as ECE 493. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One of MATH 284, MATH 285, MATH 286, MATH 441.
"
https://courses.illinois.edu/schedule/terms/MATH/489,MATH 489   Dynamics & Differential Eqns   credit: 3 or 4 Hours. ,"
Studies mathematical theory of dynamical systems, emphasizing both discrete-time dynamics and nonlinear systems of differential equations. Topics include: chaos, fractals, attractors, bifurcations, with application to areas such as population biology, fluid dynamics and classical physics. Basic knowledge of matrix theory will be assumed. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: One of MATH 284, MATH 285, MATH 286, MATH 441.
"
https://courses.illinois.edu/schedule/terms/MATH/490,MATH 490   Advanced Topics in Mathematics   credit: 1 to 4 Hours. ,"
Deals with selected topics and applications of mathematics; see Class Schedule or department office for current topics. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated with approval. Prerequisite: Consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/492,MATH 492   Undergraduate Research in Math   credit: 1 to 3 Hours. ,"
Work closely with department faculty on a well-defined research project. Topics and nature of assistance vary. Capstone paper or computational project required. 1 to 3 undergraduate hours. No graduate credit. Approved for Letter and S/U grading. May be repeated in separate terms up to 8 hours. Prerequisite: Evidence of adequate preparation for such study; consent of faculty member supervising the work; and approval of the department head.
"
https://courses.illinois.edu/schedule/terms/MATH/495,MATH 495   Models in Mathematical Biology   credit: 3 or 4 Hours. ,"
Research-motivated subject material from Mathematical Biology with emphasis on modeling. 3 undergraduate hours. 4 graduate hours. Prerequisite: MATH 220 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/496,MATH 496   Honors Seminar   credit: 3 Hours. ,"
Careful study of a selected area of mathematics, carried out either deductively from axioms or inductively through problems; subject matter varies with instructor. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Consent of Mathematics Honors Committee.
"
https://courses.illinois.edu/schedule/terms/MATH/499,MATH 499   Introduction Graduate Research   credit: 1 Hour. ,"
Seminar is required of all first-year graduate students in Mathematics. It provides a general introduction to the courses and research work in all of the areas of mathematics that are represented at the University of Illinois at Urbana-Champaign. 1 undergraduate hour. 1 graduate hour. Approved for S/U grading only. May be repeated to a maximum of 2 hours. Prerequisite: Graduate standing or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/500,MATH 500   Abstract Algebra I   credit: 4 Hours. ,"
Isomorphism theorems for groups. Group actions. Composition series. Jordan-Holder theorem. Solvable and nilpotent groups. Field extensions. Algebraic and transcendental extensions. Algebraic closures. Fundamental theorem of Galois theory, and applications. Modules over commutative rings. Structure of finitely generated modules over a principal ideal domain. Applications to finite Abelian groups and matrix canonical forms. Prerequisite: MATH 417 and MATH 418.
"
https://courses.illinois.edu/schedule/terms/MATH/501,MATH 501   Abstract Algebra II   credit: 4 Hours. ,"
Modules over non commutative rings. Direct sums and products. Direct and inverse limits. Categories and  functors. Projective and injective modules. Noetherian and Artinian rings and modules. Semisimple modules. Wedderburn's theorem on semisimple Artinian rings. Application to representation theory of groups. Multilinear algebra, tensor products and flat modules. Tensor, symmetric and exterior algebras. Additional advanced topics.  Prerequisite: MATH 500.
"
https://courses.illinois.edu/schedule/terms/MATH/502,MATH 502   Commutative Algebra   credit: 4 Hours. ,"
Commutative rings and modules, prime ideals, localization, noetherian rings, primary decomposition, integral extensions and Noether normalization, the Nullstellensatz, dimension, flatness, Hensel's lemma, graded rings, Hilbert polynomial, valuations, regular rings, singularities, unique factorization, homological dimension, depth, completion. Possible further topics: smooth and etale extensions, ramification, Cohen-Macaulay modules, complete intersections. Prerequisite: MATH 501 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/503,MATH 503   Intro Geometric Group Theory   credit: 4 Hours. ,"
Free groups, groups given by generators and relations, van Kampen diagrams. Free product with amalgamations and HNN-extensions, Bass-Serre theory. Solvable and nilpotent groups. Quasi-isometries and geometric properties of groups. Prerequisite: MATH 500 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/505,MATH 505   Homological Algebra   credit: 4 Hours. ,"
Topics include: 1. Snake lemma, homology, long exact sequence in homology; 2. Projective and injective modules and resolutions; 3. Categories, functors and derived functors. Tor and Ext, local cohomology; 4. Group cohomology, bar resolution; 5. Spectral sequences, techniques of computation, Serre spectral sequence. Grothendieck spectral sequence of composite functors; 6. Time permitting: Derived categories, Gysin sequence, Kunneth formula, universal coefficient theorm, Eilenberg-Moore sequence. Prerequisite: MATH 501 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/506,MATH 506   Group Representation Theory   credit: 4 Hours. ,"
Representation of groups by linear transformations, group algebras, character theory, and modular representations. Prerequisite: MATH 501 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/510,MATH 510   Riemann Surf & Algebraic Curv   credit: 4 Hours. ,"
An introduction to Riemann Surfaces from both the algebraic and function-theoretic points of view. Topics include holomorphic and meromorphic differential forms, integration of differential forms, divisors and linear equivalence, the genus of a compact Riemann surface, projective algebraic curves, the Riemann-Roch theorem, and applications. Prerequisite: MATH 542.
"
https://courses.illinois.edu/schedule/terms/MATH/511,MATH 511   Intro to Algebraic Geometry   credit: 4 Hours. ,"
An introduction to the study of algebraic sets defined by polynomial equations; affine and projective space and their subvarieties; rational and regular functions and mappings; divisors, linear systems, and projective embeddings; birational geometry, blowing up; Grassmannians and other special varieties. Prerequisite: MATH 500.
"
https://courses.illinois.edu/schedule/terms/MATH/512,MATH 512   Modern Algebraic Geometry   credit: 4 Hours. ,"
An introduction to the tools and ideas of contemporary algebraic geometry, with particular focus on the language of schemes. 4 graduate hours. No professional credit. Prerequisite: MATH 500, and one of MATH 510, MATH 511, or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/514,MATH 514   Complex Algebraic Geometry   credit: 4 Hours. ,"
Hodge theory of complex manifolds; examples, applications, and topological invariants. 4 graduate hours. No professional credit. Credit is not given for MATH 514 if credit for MATH 524 has been earned. Prerequisite: MATH 448 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/518,MATH 518   Differentiable Manifolds I   credit: 4 Hours. ,"
Definitions and properties of differentiable manifolds and maps, (co)tangent bundles, vector fields and flows, Frobenius theorem, differential forms, exterior derivatives, integration and Stokes' theorem, DeRham cohomology, inverse function theorem, Sard's theorem, transversality and intersection theory. Prerequisite: MATH 423 or MATH 481, or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/519,MATH 519   Differentiable Manifolds II   credit: 4 Hours. ,"
Vector bundles, principal bundles, connections, parallel transport, curvature, Chern-Weyl theory, Hodge-DeRham theory. Other topics may include Riemannian geometry, symplectic geometry, spin geometry, and harmonic maps. Prerequisite: MATH 518 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/520,MATH 520   Symplectic Geometry   credit: 4 Hours. ,"
Introduction to the foundational tools, ideas, examples and theorems of symplectic geometry. It is intended for PhD students studying symplectic geometry, Poisson geometry, and symplectic topology, as well as students in related areas such as dynamical systems, algebraic geometry, complex geometry and low dimensional topology. Covers the local and global structure of symplectic manifolds, their submanifolds, the special automorphisms they support (Hamiltonian flows), their natural boundaries (contact manifolds), their special geometric features (almost complex structures), and their symmetries. The last three weeks of the course will be devoted to a more advanced topic to be determined by the interests of both the instructor and the students. 4 graduate hours. No professional credit. Approved for Letter and S/U grading. Prerequisite: MATH 518.
"
https://courses.illinois.edu/schedule/terms/MATH/522,MATH 522   Lie Groups and Lie Algebras I   credit: 4 Hours. ,"
A general introduction to Lie groups and algebras and their representation theory. Theory of finite group representations, Lie groups as matrix groups, and as differentiable manifolds, Lie algebras as tangent spaces and as abstract objects, and their representations. Examples of the classical groups. May be repeated up to 8 hours. Prerequisite: Undergraduate linear algebra, abstract algebra, point set topology, differentiation on manifolds.
"
https://courses.illinois.edu/schedule/terms/MATH/525,MATH 525   Algebraic Topology I   credit: 4 Hours. ,"
Introduction to the study of topological spaces by means of algebraic invariants. Topics include the fundamental group, covering spaces and their classification, simplicial and singular homology, applications such as the Brouwer fixed point theorem and the Jordan curve theorem. Prerequisite: MATH 417 and MATH 448 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/526,MATH 526   Algebraic Topology II   credit: 4 Hours. ,"
CW-complexes, relative homeomorphism theorem, cellular homology, cohomology, Kunneth theorem, Eilenberg-Zilber theorem, cup products, Poincare duality, examples. Prerequisite: MATH 525, MATH 500; or consent of instructor. MATH 501 is recommended but not required.
"
https://courses.illinois.edu/schedule/terms/MATH/527,MATH 527   Homotopy Theory   credit: 4 Hours. ,"
Homotopy groups, fibrations and cofibrations, Hurewicz theorem, obstruction theory, Whitehead theorem and additional topics perhaps drawn from Postnikov towers, Freudenthal suspension theorem, Blakers-Massey theorem, spectra. Prerequisite: MATH 526. MATH 501 is recommended but not required.
"
https://courses.illinois.edu/schedule/terms/MATH/530,MATH 530   Algebraic Number Theory   credit: 4 Hours. ,"
Further development of the theory of fields covering topics from valuation theory, ideal theory, units in algebraic number fields, ramification, function fields, and local class field theory. Prerequisite: MATH 500 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/531,MATH 531   Analytic Theory of Numbers I   credit: 4 Hours. ,"
Problems in number theory treated by methods of analysis; arithmetic functions, Dirichlet series, Riemann zeta function, L-functions, Dirichlet's theorem on primes in progressions, the prime number theorem. Prerequisite: MATH 448 and either MATH 417 or MATH 453.
"
https://courses.illinois.edu/schedule/terms/MATH/532,MATH 532   Analytic Theory of Numbers II   credit: 4 Hours. ,"
Development of themes from MATH 531 and further topics chosen from additive number theory, asymptotic properties of multiplicative functions, circle method, diophantine approximation, lattice point problems, metric theory, modular forms, sieve theory. May be repeated. Prerequisite: MATH 531.
"
https://courses.illinois.edu/schedule/terms/MATH/533,MATH 533   Fiber Spaces and Char Classes   credit: 4 Hours. ,"
Study of fiber bundles and their associated characteristic classes; applications to geometric problems. Prerequisite: MATH 526.
"
https://courses.illinois.edu/schedule/terms/MATH/535,MATH 535   General Topology   credit: 4 Hours. ,"
Study of topological spaces and maps, including Cartesian products, identifications, connectedness, compactness, uniform spaces, and function spaces. Prerequisite: Consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/540,MATH 540   Real Analysis   credit: 4 Hours. ,"
Lebesgue measure on the real line; integration and differentiation of real valued functions of a real variable; and additional topics at discretion of instructor. Prerequisite: MATH 447 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/541,MATH 541   Functional Analysis   credit: 4 Hours. ,"
Fundamental results in functional analysis; spectral theory of compact operators; further topics chosen by the instructor. Prerequisite: MATH 540.
"
https://courses.illinois.edu/schedule/terms/MATH/542,MATH 542   Complex Variables I   credit: 4 Hours. ,"
Topics include the Cauchy theory, harmonic functions, entire and meromorphic functions, and the Riemann mapping theorem. Prerequisite: MATH 446 and MATH 447, or MATH 448.
"
https://courses.illinois.edu/schedule/terms/MATH/543,MATH 543   Complex Variables II   credit: 4 Hours. ,"
Continuation of MATH 542. Topics include Riemann Surfaces, Hyperbolic Metric, Potential Theory and Quasiconformal Mappings. Prerequisite: MATH 542.
"
https://courses.illinois.edu/schedule/terms/MATH/545,MATH 545   Harmonic Analysis   credit: 4 Hours. ,"
Harmonic analysis on the circle, the line, and the integers, i.e., Fourier series and transforms; locally compact Abelian groups; convergence and summability; conjugate functions; Hardy spaces; uniqueness; Tauberian theorems; almost-periodic functions; commutative Banach algebras. Prerequisite: MATH 448 and MATH 541; knowledge of Banach spaces.
"
https://courses.illinois.edu/schedule/terms/MATH/546,MATH 546   Hilbert Spaces   credit: 4 Hours. ,"
Geometrical properties of Hilbert spaces, spectral theorems for compact, bounded and unbounded operators, basic theory of operator algebras, and additional material depending on the instructor. Prerequisite: MATH 541.
"
https://courses.illinois.edu/schedule/terms/MATH/547,MATH 547   Banach Spaces   credit: 4 Hours. ,"
Basic properties and fundamental theorems of Banach spaces and bounded linear maps, trace duality, absolutely summing maps, local theory, type and cotype, probabilistic techniques in Banach spaces, and further topics depending on the instructor. 4 graduate hours. No professional credit. Prerequisite: MATH 541.
"
https://courses.illinois.edu/schedule/terms/MATH/550,MATH 550   Dynamical Systems I   credit: 4 Hours. ,"
An introduction to the study of dynamical systems. Considers continuous and discrete dynamical systems at a sophisticated level: differential equations, flows and maps on Euclidean space and other manifolds. Emphasis will be placed on the fundamental theoretical concepts and the interaction between the geometry and topology of manifolds and global flows. Discrete dynamics includes Bernoulli shifts, elementary Anosov diffeomorphisms and surfaces of sections of flows. Bifurcation phenomena in both continuous and discrete dynamics will be studied. Prerequisite: MATH 489 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/552,MATH 552   Numerical Methods for PDEs   credit: 4 Hours. ,"
Same as CS 555 and CSE 510. See CS 555.
"
https://courses.illinois.edu/schedule/terms/MATH/553,MATH 553   Partial Differential Equations   credit: 4 Hours. ,"
Basic introduction to the study of partial differential equations; topics include: the Cauchy problem, power-series methods, characteristics, classification, canonical forms, well-posed problems, Riemann's method for hyperbolic equations, the Goursat problem, the wave equation, Sturm-Liouville problems and separation of variables, Fourier series, the heat equation, integral transforms, Laplace's equation, harmonic functions, potential theory, the Dirichlet and Neumann problems, and Green's functions. Prerequisite: Consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/554,MATH 554   Linear Analysis and Partial Differential Equations   credit: 4 Hours. ,"
Course will provide students with the basic background in linear analysis associated with partial differential equations. The specific topics chosen will be largely up to the instructor, but will cover such areas as linear partial differential operators, distribution theory and test functions, Fourier transforms, Sobolev spaces, pseudodifferential operators, microlocal analysis, and applications of the above topics. 4 graduate hours. No professional credit. Prerequisite: MATH 553 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/555,MATH 555   Nonlinear Analysis and Partial Differential Equations   credit: 4 Hours. ,"
Course will provide students with the basic background in nonlinear analysis associated with partial differential equations. The specific topics chosen will be largely up to the instructor, but will cover such areas as existence and uniqueness techniques, nonexistence and finite time blow-up results, hyperbolic conservation laws, weak solutions, stability theory, nonlinear elliptic theory, regularity theory. 4 graduate hours. No professional credit. May be repeated as topics vary. Prerequisite: Consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/558,MATH 558   Methods of Applied Mathematics   credit: 4 Hours. ,"
Introduction to modern methods of applied mathematics, including nondimensionalization and scaling analysis, regular and singular asymptotics, analysis of multiscale systems, and analysis of complex systems. Each technique is illustrated with applications from science and engineering. The mathematical frameworks will include ordinary, partial and stochastic differential equations, point processes, and Markov chains. Prerequisite: Undergraduate background in ODEs, PDEs, and probability theory (MATH 441, MATH 442, and MATH 461, or equivalents), or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/561,MATH 561   Theory of Probability I   credit: 4 Hours. ,"
Mathematical foundations of probability and stochastic processes; probability measures, random variables, distribution functions, convergence theory, the Central Limit Theorem, conditional expectation, and martingale theory. Same as STAT 551. Prerequisite: MATH 541 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/562,MATH 562   Theory of Probability II   credit: 4 Hours. ,"
Continuation of MATH 561. Same as STAT 552. Prerequisite: MATH 561.
"
https://courses.illinois.edu/schedule/terms/MATH/563,MATH 563   Risk Modeling and Analysis   credit: 4 Hours. ,"
Quantitative tools for measuring risks and modeling dependencies. Topics include risk measures, stochastic orders, copulas, dependence measures, and their statistical inferences. Same as STAT 558. 4 graduate hours. No professional credit. Prerequisite: MATH 408 or MATH 461.
"
https://courses.illinois.edu/schedule/terms/MATH/564,MATH 564   Applied Stochastic Processes   credit: 4 Hours. ,"
Introduction to topics such as spectral analysis, filtering theory, and prediction theory of stationary processes; Markov chains and Markov processes. Same as STAT 555. Prerequisite: MATH 446 and MATH 447.
"
https://courses.illinois.edu/schedule/terms/MATH/570,MATH 570   Mathematical Logic   credit: 4 Hours. ,"
Development of first order predicate logic; completeness theorem; formalized number theory and the Godel incompleteness theorem. Prerequisite: MATH 417 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/571,MATH 571   Model Theory   credit: 4 Hours. ,"
Techniques for constructing models, including compactness and Lowenheim-Skolem theorems, unions of elementary chains, and omitting types construction; categorical theories; ultraproducts; saturated models; quantifier elimination; applications to algebraically closed fields, real closed fields, and other fundamental structures of mathematics. Prerequisite: MATH 570 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/573,MATH 573   Recursive Function Theory   credit: 4 Hours. ,"
Various characterizations of the class of recursive (i.e., computable) functions; the Church-Turing thesis; unsolvability of the halting problem; the recursion theorem and the enumeration theorem; relative computability, the jump operation, and the arithmetical hierarchy; recursively enumerable sets; degrees of unsolvability; and the priority method. Prerequisite: MATH 570 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/574,MATH 574   Set Theory   credit: 4 Hours. ,"
Zermelo-Fraenkel axiomatic set theory; basic concepts in set theory such as ordinal, cardinal, rank, and definition by transfinite recursion; Godel's constructible universe; introduction to forcing; Boolean valued universes; large cardinals; consistency and independence of the continuum hypothesis and the axiom of choice. Prerequisite: MATH 570 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/580,MATH 580   Combinatorial Mathematics   credit: 4 Hours. ,"
Fundamental results on core topics of combinatorial mathematics: classical enumeration, basic graph theory, extremal problems on finite sets, probabilistic methods, design theory, discrete optimization. Same as CS 571. Prerequisite: Consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/581,MATH 581   Extremal Graph Theory   credit: 4 Hours. ,"
Extremal problems and parameters for graphs. Distance and connectivity, matching and factors, vertex and edge colorings, perfect and imperfect graphs, intersection classes and intersection parameters, Turan's theorem, graph Ramsey theory, graph decomposition and other extremal problems. Same as CS 572. Prerequisite: MATH 580 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/582,MATH 582   Structure of Graphs   credit: 4 Hours. ,"
Structure of graphs and properties of special classes of graphs. Degree sequences and reconstruction, structure of k-connected graphs, Hamiltonian cycles and circumference, planar graphs and their properties, graph minors, cycle coverings, matroidal and algebraic aspects of graphs. Prerequisite: MATH 580 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/583,MATH 583   Partial Orders and Comb Optim   credit: 4 Hours. ,"
Combinatorial aspects of partially ordered sets and their relation to optimization problems. Structure of posets and lattices, Dilworth's theorem and generalizations, linear extensions and sorting, dimension of posets, order ideals, extremal set theory, integer programming and minmax relations, matroids and their applications. Prerequisite: MATH 580 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/584,MATH 584   Methods of Combinatorics   credit: 4 Hours. ,"
Combinatorial methods and other mathematical methods for combinatorial problems. Enumeration by bijections and generating functions, probabilistic methods for existence proofs and asymptotic analysis, randomized algorithms, Ramsey's theorem and related topics, combinatorial designs and their applications, geometric problems and methods. Same as CS 575. Prerequisite: MATH 580 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/585,MATH 585   Probabilistic Combinatorics   credit: 4 Hours. ,"
Techniques and applications of probabilistic methods in combinatorics. Draws applications from a variety of areas, but emphasizes theoretical aspects of random graphs, including connectivity, trees & cycles, planarity, and coloring problems. Techniques include the second moment method, Lovasz Local Lemma, martingales, Talgrand's Inequality, the Rodl Nibble, and Szemeredi's Regularity Lemma. Applications may come from discrete geometry, coding theory, algorithms & complexity, additive number theory, percolation, positional games, etc. Prerequisite: MATH 580 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/586,MATH 586   Algebraic Combinatorics   credit: 4 Hours. ,"
Prepares students for research in modern algebraic combinatorics by focusing on its three principal components: enumerative techniques, symmetric functions, and multivariate polynomials. 4 graduate hours. No professional credit. Prerequisite: MATH 580 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/589,MATH 589   Conjugate Duality and Optim   credit: 4 Hours. ,"
Convex analysis for constrained extremum problems; convex sets, cones, and functions; separation; Fenchel transform; duality correspondences; differential theory; nonlinear programming; sensitivity; and perturbational duality for primal, dual, and Lagrangian problems. Prerequisite: MATH 415 and MATH 447, or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/593,MATH 593   Mathematical Internship   credit: 0 Hours. ,"
Full-time or part-time practice of graduate-level mathematics in an off-campus government, industrial, or research laboratory environment. Summary report required. 0 graduate credit. No professional credit. Approved for S/U grading only. May be repeated in separate terms.
"
https://courses.illinois.edu/schedule/terms/MATH/595,MATH 595   Advanced Topics in Mathematics   credit: 1 to 4 Hours. ,"
See Class Schedule for current topics. 1 to 4 graduate hours. No professional credit. May be repeated in the same or separate semesters. Prerequisite: Consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/597,MATH 597   Reading Course   credit: 1 to 8 Hours. ,"
Independent study in Mathematics. 1 to 8 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in the same or separate terms, with a maximum of 8 hours per semester. Prerequisite: Consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/598,MATH 598   Literature Seminar in Math   credit: 0 to 4 Hours. ,"
Seminar on topics of current interest in mathematics. Students present seminars and discussions on various topics. See Class Schedule for current topics. Recommended for all Mathematics students. 0 to 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in the same or separate semesters as topics vary. Prerequisite: Consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/599,MATH 599   Thesis Research   credit: 0 to 16 Hours. ,"
Approved for S/U grading only. May be repeated. Prerequisite: Consent of instructor.
"
